class	path	meshId	textureId
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Detail	rbxassetid://12967833731	rbxassetid://12967879705
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Main	rbxassetid://12959737624	rbxassetid://15074026324
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Detail	rbxassetid://12967833731	rbxassetid://12967879705
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Detail	rbxassetid://12967833731	rbxassetid://12967879705
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Detail	rbxassetid://2502997166	rbxassetid://1371774306
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Detail	rbxassetid://2502997166	rbxassetid://1371774306
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Main	rbxassetid://15622169408	rbxassetid://16484547430
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Detail	rbxassetid://2502997166	rbxassetid://1371774306
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Detail	rbxassetid://2502997166	rbxassetid://1371774306
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Detail	rbxassetid://2502997166	rbxassetid://1371774306
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Main	rbxassetid://15622169408	rbxassetid://16484547430
MeshPart	Workspace.Bases.Base.Furnace.Furnace.Detail	rbxassetid://2502997166	rbxassetid://1371774306
MeshPart	Workspace.Bases.Base.Triangle Floor.Triangle Floor.Detail	rbxassetid://11667214744	rbxassetid://11667266636
MeshPart	Workspace.Bases.Base.Triangle Floor.Triangle Floor.Detail	rbxassetid://11667214744	rbxassetid://11667266636
MeshPart	Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Door2.Detail	rbxassetid://13817041759	rbxassetid://13817041908
MeshPart	Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Detail	rbxassetid://13817038333	rbxassetid://13817038611
MeshPart	Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Door1.Detail	rbxassetid://13817041980	rbxassetid://13817042370
MeshPart	Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Door1.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Door1.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Door1.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Door1.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Door1.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Door1.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Wall Frame.Wall Frame.Detail	rbxassetid://12719168028	rbxassetid://11698022423
MeshPart	Workspace.Bases.Base.Wall Frame.Wall Frame.Detail	rbxassetid://12719168028	rbxassetid://12719484554
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Detail	rbxassetid://11667214744	rbxassetid://11667266636
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Detail	rbxassetid://11667214744	rbxassetid://11667266636
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Detail	rbxassetid://11667214744	rbxassetid://11667266636
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Detail	rbxassetid://11667214744	rbxassetid://11667266636
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12719312323	rbxassetid://11698025857
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12719312323	rbxassetid://11698025857
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Detail	rbxassetid://12719191887	rbxassetid://11698028723
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12719312323	rbxassetid://11698025857
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Detail	rbxassetid://11667214744	rbxassetid://11667266636
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12324201694	rbxassetid://11181670729
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Fill	rbxassetid://12719408177	rbxassetid://12719459407
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12719312323	rbxassetid://11698025857
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12719312323	rbxassetid://11698025857
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Detail	rbxassetid://12719191887	rbxassetid://11698028723
MeshPart	Workspace.Bases.Base.Triangle Foundation.Triangle Foundation.Pole	rbxassetid://12719312323	rbxassetid://11698025857
MeshPart	Workspace.Bases.Base.Foundation.Foundation.Fill	rbxassetid://11710560969	rbxassetid://11710576234
MeshPart	Workspace.Bases.Base.Foundation.Foundation.Fill	rbxassetid://11710560969	rbxassetid://11710576234
MeshPart	Workspace.Bases.Base.Foundation.Foundation.Fill	rbxassetid://11710560969	rbxassetid://11710576234
MeshPart	Workspace.Bases.Base.Foundation.Foundation.Fill	rbxassetid://11710560969	rbxassetid://11710576234
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11171994685	rbxassetid://11171987216
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11171994685	rbxassetid://11171987216
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11171994685	rbxassetid://11171987216
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11698015160	rbxassetid://11698021411
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11698015160	rbxassetid://11698021411
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11171994685	rbxassetid://11171987216
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Wall.Wall.Detail	rbxassetid://11710563904	rbxassetid://11710570284
MeshPart	Workspace.Bases.Base.Floor.Floor.Detail	rbxassetid://11710561659	rbxassetid://11710578299
MeshPart	Workspace.Bases.Base.Floor.Floor.Detail	rbxassetid://11710561659	rbxassetid://11710578299
MeshPart	Workspace.Bases.Base.Floor.Floor.Detail	rbxassetid://11710561659	rbxassetid://11710578299
MeshPart	Workspace.Bases.Base.Floor.Floor.Detail	rbxassetid://11710561659	rbxassetid://11710578299
MeshPart	Workspace.Bases.Base.Doorway.Doorway.Detail	rbxassetid://11667207695	rbxassetid://11667233768
MeshPart	Workspace.Bases.Base.Doorway.Doorway.Detail1	rbxassetid://12216493965	rbxassetid://11710571852
MeshPart	Workspace.Bases.Base.Doorway.Doorway.Detail2	rbxassetid://12216494216	rbxassetid://11710571852
MeshPart	Workspace.Bases.Base.Doorway.Doorway.Detail1	rbxassetid://12216374663	rbxassetid://11698022423
MeshPart	Workspace.Bases.Base.Doorway.Doorway.Detail2	rbxassetid://12216374957	rbxassetid://11698022423
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Detail	rbxassetid://114698657321067	rbxassetid://71732079654790
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Wooden Door.Wooden Door.Door.Detail	rbxassetid://13817041325	rbxassetid://72027066297690
MeshPart	Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main	rbxassetid://14653851327	rbxassetid://14653851263
MeshPart	Workspace.Bases.Base.Base Cabinet.Base Cabinet.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Base Cabinet.Base Cabinet.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Base Cabinet.Base Cabinet.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Base Cabinet.Base Cabinet.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Base Cabinet.Base Cabinet.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Base Cabinet.Base Cabinet.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://16916873647
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main	rbxassetid://13208062490	rbxassetid://101401291461406
MeshPart	Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main	rbxassetid://13208062490	rbxassetid://13208062319
MeshPart	Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main	rbxassetid://13208062490	rbxassetid://13208062319
MeshPart	Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main	rbxassetid://13208062490	rbxassetid://13208062319
MeshPart	Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main	rbxassetid://13208062490	rbxassetid://13208062319
MeshPart	Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main	rbxassetid://13208062490	rbxassetid://13208062319
MeshPart	Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main	rbxassetid://13208062490	rbxassetid://13208062319
MeshPart	Workspace.Bases.Base.Chemistry Lab.Chemistry Lab.Main	rbxassetid://15021918289	rbxassetid://15021918491
MeshPart	Workspace.Bases.Base.Chemistry Lab.Chemistry Lab.Glassware	rbxassetid://15021918584	
MeshPart	Workspace.Bases.Base.Chemistry Lab.Chemistry Lab.Board	rbxassetid://15021918742	rbxassetid://15021918915
MeshPart	Workspace.Bases.Base.Ammo Press.Ammo Press.Main	rbxassetid://15061580218	rbxassetid://15061580373
MeshPart	Workspace.Bases.Base.Ammo Press.Ammo Press.Detail1	rbxassetid://15061579849	rbxassetid://15061580117
MeshPart	Workspace.Bases.Base.Ammo Press.Ammo Press.Detail2	rbxassetid://15061580516	rbxassetid://15061580740
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://15213713434
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://13633272876
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://15213713434
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Main	rbxassetid://15202303527	rbxassetid://15074573933
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Off	rbxassetid://15202303759	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202303272	rbxassetid://15074576699
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.On	rbxassetid://15202304006	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Combination Lock.Detail	rbxassetid://15202304237	
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Lock.Wooden Lock.Main	rbxassetid://15202304424	rbxassetid://15074578916
MeshPart	Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main	rbxassetid://13633242928	rbxassetid://15213713434
